4;1;483kB;0.01;2249
4;1;483kB;0.01;2250
4;1;483kB;0.01;2243
4;1;483kB;0.01;2242
4;1;483kB;0.01;2249
4;1;2284kB;0.05;2799
4;1;2284kB;0.05;2824
4;1;2284kB;0.05;2812
4;1;2284kB;0.05;2824
4;1;2284kB;0.05;2814
4;2;2777kB;0.1;4313
4;2;2777kB;0.1;4306
4;2;2777kB;0.1;4313
4;2;2777kB;0.1;4317
4;2;2777kB;0.1;4309
4;4;2781kB;0.2;5001
4;4;2781kB;0.2;5000
4;4;2781kB;0.2;4995
4;4;2781kB;0.2;4983
4;4;2781kB;0.2;5002
4;4;3657kB;0.3;5438
4;4;3657kB;0.3;5436
4;4;3657kB;0.3;5455
4;4;3657kB;0.3;5438
4;4;3657kB;0.3;5445
4;8;2786kB;0.4;5624
4;8;2786kB;0.4;5643
4;8;2786kB;0.4;5625
4;8;2786kB;0.4;5631
4;8;2786kB;0.4;5615
4;8;3225kB;0.5;5895
4;8;3225kB;0.5;5885
4;8;3225kB;0.5;5892
4;8;3225kB;0.5;5934
4;8;3225kB;0.5;5892
4;8;3667kB;0.6;6170
4;8;3667kB;0.6;6157
4;8;3667kB;0.6;6165
4;8;3667kB;0.6;6177
4;8;3667kB;0.6;6192
4;16;2569kB;0.7;6157
4;16;2569kB;0.7;6156
4;16;2569kB;0.7;6153
4;16;2569kB;0.7;6165
4;16;2569kB;0.7;6148
4;16;2789kB;0.8;6375
4;16;2789kB;0.8;6382
4;16;2789kB;0.8;6388
4;16;2789kB;0.8;6382
4;16;2789kB;0.8;6405
4;16;3007kB;0.9;6544
4;16;3007kB;0.9;6538
4;16;3007kB;0.9;6571
4;16;3007kB;0.9;6547
4;16;3007kB;0.9;6529
4;16;3227kB;1.0;6723
4;16;3227kB;1.0;6726
4;16;3227kB;1.0;6724
4;16;3227kB;1.0;6737
4;16;3227kB;1.0;6727
8;1;483kB;0.01;2238
8;1;483kB;0.01;2238
8;1;483kB;0.01;2239
8;1;483kB;0.01;2236
8;1;483kB;0.01;2247
8;1;2284kB;0.05;2825
8;1;2284kB;0.05;2819
8;1;2284kB;0.05;2817
8;1;2284kB;0.05;2815
8;1;2284kB;0.05;2827
8;1;4543kB;0.1;3340
8;1;4543kB;0.1;3330
8;1;4543kB;0.1;3346
8;1;4543kB;0.1;3388
8;1;4543kB;0.1;3341
8;2;5572kB;0.2;4903
8;2;5572kB;0.2;4911
8;2;5572kB;0.2;4897
8;2;5572kB;0.2;4898
8;2;5572kB;0.2;4901
8;2;7321kB;0.3;5473
8;2;7321kB;0.3;5461
8;2;7321kB;0.3;5482
8;2;7321kB;0.3;5473
8;2;7321kB;0.3;5469
8;4;5568kB;0.4;5808
8;4;5568kB;0.4;5798
8;4;5568kB;0.4;5809
8;4;5568kB;0.4;5823
8;4;5568kB;0.4;5826
8;4;6444kB;0.5;6161
8;4;6444kB;0.5;6159
8;4;6444kB;0.5;6147
8;4;6444kB;0.5;6176
8;4;6444kB;0.5;6165
8;4;7324kB;0.6;6492
8;4;7324kB;0.6;6556
8;4;7324kB;0.6;6508
8;4;7324kB;0.6;6511
8;4;7324kB;0.6;6495
8;8;5131kB;0.7;6392
8;8;5131kB;0.7;6397
8;8;5131kB;0.7;6396
8;8;5131kB;0.7;6366
8;8;5131kB;0.7;6389
8;8;5570kB;0.8;6615
8;8;5570kB;0.8;6625
8;8;5570kB;0.8;6611
8;8;5570kB;0.8;6606
8;8;5570kB;0.8;6623
8;8;6006kB;0.9;6854
8;8;6006kB;0.9;6844
8;8;6006kB;0.9;6847
8;8;6006kB;0.9;6891
8;8;6006kB;0.9;6861
8;8;6446kB;1.0;7099
8;8;6446kB;1.0;7099
8;8;6446kB;1.0;7109
8;8;6446kB;1.0;7095
8;8;6446kB;1.0;7106
16;1;483kB;0.01;2238
16;1;483kB;0.01;2244
16;1;483kB;0.01;2235
16;1;483kB;0.01;2234
16;1;483kB;0.01;2243
16;1;2284kB;0.05;2795
16;1;2284kB;0.05;2808
16;1;2284kB;0.05;2815
16;1;2284kB;0.05;2805
16;1;2284kB;0.05;2814
16;1;4543kB;0.1;3341
16;1;4543kB;0.1;3335
16;1;4543kB;0.1;3324
16;1;4543kB;0.1;3322
16;1;4543kB;0.1;3325
16;1;9068kB;0.2;4054
16;1;9068kB;0.2;4062
16;1;9068kB;0.2;4048
16;1;9068kB;0.2;4064
16;1;9068kB;0.2;4052
16;1;14620kB;0.3;4383
16;1;14620kB;0.3;4384
16;1;14620kB;0.3;4381
16;1;14620kB;0.3;4383
16;1;14620kB;0.3;4386
16;2;11116kB;0.4;5820
16;2;11116kB;0.4;5817
16;2;11116kB;0.4;5818
16;2;11116kB;0.4;5817
16;2;11116kB;0.4;5825
16;2;12877kB;0.5;6183
16;2;12877kB;0.5;6202
16;2;12877kB;0.5;6198
16;2;12877kB;0.5;6209
16;2;12877kB;0.5;6203
16;2;14636kB;0.6;6529
16;2;14636kB;0.6;6530
16;2;14636kB;0.6;6529
16;2;14636kB;0.6;6532
16;2;14636kB;0.6;6540
16;4;10241kB;0.7;6676
16;4;10241kB;0.7;6701
16;4;10241kB;0.7;6682
16;4;10241kB;0.7;6681
16;4;10241kB;0.7;6670
16;4;11122kB;0.8;6932
16;4;11122kB;0.8;6928
16;4;11122kB;0.8;6929
