4;1;483kB;7kB;4;20000000;1190220;47.23%;0.01;2523
4;1;483kB;7kB;4;20000000;1190220;47.23%;0.01;2523
4;1;483kB;7kB;4;20000000;1190220;47.23%;0.01;2522
4;1;483kB;7kB;4;20000000;1190220;47.23%;0.01;2520
4;1;483kB;7kB;4;20000000;1190220;47.23%;0.01;2525
4;1;2284kB;38kB;4;20000000;1975660;47.39%;0.05;2798
4;1;2284kB;38kB;4;20000000;1975660;47.39%;0.05;2799
4;1;2284kB;38kB;4;20000000;1975660;47.39%;0.05;2797
4;1;2284kB;38kB;4;20000000;1975660;47.39%;0.05;2796
4;1;2284kB;38kB;4;20000000;1975660;47.39%;0.05;2800
4;2;2777kB;77kB;4;20000000;2859620;46.84%;0.1;3341
4;2;2777kB;77kB;4;20000000;2859620;46.84%;0.1;3346
4;2;2777kB;77kB;4;20000000;2859620;46.84%;0.1;3348
4;2;2777kB;77kB;4;20000000;2859620;46.84%;0.1;3344
4;2;2777kB;77kB;4;20000000;2859620;46.84%;0.1;3349
4;4;2781kB;153kB;4;20000000;4782920;47.09%;0.2;3851
4;4;2781kB;153kB;4;20000000;4782920;47.09%;0.2;3854
4;4;2781kB;153kB;4;20000000;4782920;47.09%;0.2;3855
4;4;2781kB;153kB;4;20000000;4782920;47.09%;0.2;3854
4;4;2781kB;153kB;4;20000000;4782920;47.09%;0.2;3847
4;4;3657kB;231kB;4;20000000;6661320;46.83%;0.3;4318
4;4;3657kB;231kB;4;20000000;6661320;46.83%;0.3;4320
4;4;3657kB;231kB;4;20000000;6661320;46.83%;0.3;4330
4;4;3657kB;231kB;4;20000000;6661320;46.83%;0.3;4322
4;4;3657kB;231kB;4;20000000;6661320;46.83%;0.3;4328
4;8;2786kB;307kB;4;20000000;8578300;46.95%;0.4;4730
4;8;2786kB;307kB;4;20000000;8578300;46.95%;0.4;4727
4;8;2786kB;307kB;4;20000000;8578300;46.95%;0.4;4732
4;8;2786kB;307kB;4;20000000;8578300;46.95%;0.4;4738
4;8;2786kB;307kB;4;20000000;8578300;46.95%;0.4;4728
4;8;3225kB;383kB;4;20000000;10492540;47.10%;0.5;5191
4;8;3225kB;383kB;4;20000000;10492540;47.10%;0.5;5196
4;8;3225kB;383kB;4;20000000;10492540;47.10%;0.5;5194
4;8;3225kB;383kB;4;20000000;10492540;47.10%;0.5;5193
4;8;3225kB;383kB;4;20000000;10492540;47.10%;0.5;5182
4;8;3667kB;457kB;4;20000000;12403460;47.26%;0.6;5672
4;8;3667kB;457kB;4;20000000;12403460;47.26%;0.6;5666
4;8;3667kB;457kB;4;20000000;12403460;47.26%;0.6;5685
4;8;3667kB;457kB;4;20000000;12403460;47.26%;0.6;5658
4;8;3667kB;457kB;4;20000000;12403460;47.26%;0.6;5666
4;16;2569kB;535kB;4;20000000;14300240;47.18%;0.7;6013
4;16;2569kB;535kB;4;20000000;14300240;47.18%;0.7;6011
4;16;2569kB;535kB;4;20000000;14300240;47.18%;0.7;6012
4;16;2569kB;535kB;4;20000000;14300240;47.18%;0.7;6026
4;16;2569kB;535kB;4;20000000;14300240;47.18%;0.7;6029
4;16;2789kB;611kB;4;20000000;16203900;47.22%;0.8;6443
4;16;2789kB;611kB;4;20000000;16203900;47.22%;0.8;6453
4;16;2789kB;611kB;4;20000000;16203900;47.22%;0.8;6440
4;16;2789kB;611kB;4;20000000;16203900;47.22%;0.8;6467
4;16;2789kB;611kB;4;20000000;16203900;47.22%;0.8;6458
4;16;3007kB;687kB;4;20000000;18099200;47.26%;0.9;6917
4;16;3007kB;687kB;4;20000000;18099200;47.26%;0.9;6889
